Run,Agent,Iteration,Total Conversions
0,Truthful Oracle 3,19,41
0,Truthful Oracle 4,0,52
0,Truthful Oracle 4,1,59
0,Truthful Oracle 4,2,68
0,Truthful Oracle 4,3,57
0,Truthful Oracle 4,4,61
0,Truthful Oracle 4,5,80
0,Truthful Oracle 4,6,68
0,Truthful Oracle 4,7,73
0,Truthful Oracle 4,8,67
0,Truthful Oracle 4,9,64
0,Truthful Oracle 4,10,75
0,Truthful Oracle 4,11,65
0,Truthful Oracle 4,12,69
0,Truthful Oracle 4,13,61
0,Truthful Oracle 4,14,78
0,Truthful Oracle 4,15,72
0,Truthful Oracle 4,16,65
0,Truthful Oracle 4,17,63
0,Truthful Oracle 4,18,64
0,Truthful Oracle 4,19,79
0,Truthful Oracle 5,0,55
0,Truthful Oracle 5,1,53
0,Truthful Oracle 5,2,54
0,Truthful Oracle 5,3,56
0,Truthful Oracle 5,4,48
0,Truthful Oracle 5,5,67
0,Truthful Oracle 5,6,44
0,Truthful Oracle 5,7,62
0,Truthful Oracle 5,8,55
0,Truthful Oracle 5,9,47
0,Truthful Oracle 5,10,48
0,Truthful Oracle 5,11,53
0,Truthful Oracle 5,12,51
0,Truthful Oracle 5,13,46
0,Truthful Oracle 5,14,67
0,Truthful Oracle 5,15,49
0,Truthful Oracle 5,16,48
0,Truthful Oracle 5,17,49
0,Truthful Oracle 5,18,49
0,Truthful Oracle 5,19,51
0,Truthful Oracle 6,0,44
0,Truthful Oracle 6,1,37
0,Truthful Oracle 6,2,32
0,Truthful Oracle 6,3,41
0,Truthful Oracle 6,4,47
0,Truthful Oracle 6,5,33
0,Truthful Oracle 6,6,44
0,Truthful Oracle 6,7,36
0,Truthful Oracle 6,8,29
0,Truthful Oracle 6,9,47
0,Truthful Oracle 6,10,37
0,Truthful Oracle 6,11,40
0,Truthful Oracle 6,12,40
0,Truthful Oracle 6,13,45
0,Truthful Oracle 6,14,31
0,Truthful Oracle 6,15,32
0,Truthful Oracle 6,16,27
0,Truthful Oracle 6,17,44
0,Truthful Oracle 6,18,35
0,Truthful Oracle 6,19,46
1,Truthful Oracle 1,0,28
1,Truthful Oracle 1,1,39
1,Truthful Oracle 1,2,38
1,Truthful Oracle 1,3,42
1,Truthful Oracle 1,4,36
1,Truthful Oracle 1,5,42
1,Truthful Oracle 1,6,42
1,Truthful Oracle 1,7,30
1,Truthful Oracle 1,8,49
1,Truthful Oracle 1,9,27
1,Truthful Oracle 1,10,43
1,Truthful Oracle 1,11,33
1,Truthful Oracle 1,12,30
1,Truthful Oracle 1,13,39
1,Truthful Oracle 1,14,47
1,Truthful Oracle 1,15,36
1,Truthful Oracle 1,16,44
1,Truthful Oracle 1,17,48
1,Truthful Oracle 1,18,29
1,Truthful Oracle 1,19,55
1,Truthful Oracle 2,0,40
1,Truthful Oracle 2,1,42
1,Truthful Oracle 2,2,31
1,Truthful Oracle 2,3,52
1,Truthful Oracle 2,4,38
1,Truthful Oracle 2,5,46
1,Truthful Oracle 2,6,43
1,Truthful Oracle 2,7,46
1,Truthful Oracle 2,8,46
1,Truthful Oracle 2,9,42
1,Truthful Oracle 2,10,46
1,Truthful Oracle 2,11,40
1,Truthful Oracle 2,12,46
1,Truthful Oracle 2,13,51
1,Truthful Oracle 2,14,43
1,Truthful Oracle 2,15,36
1,Truthful Oracle 2,16,55
1,Truthful Oracle 2,17,40
1,Truthful Oracle 2,18,43
1,Truthful Oracle 2,19,52
1,Truthful Oracle 3,0,41
1,Truthful Oracle 3,1,39
1,Truthful Oracle 3,2,39
1,Truthful Oracle 3,3,41
1,Truthful Oracle 3,4,35
1,Truthful Oracle 3,5,34
1,Truthful Oracle 3,6,40
1,Truthful Oracle 3,7,37
1,Truthful Oracle 3,8,36
1,Truthful Oracle 3,9,40
1,Truthful Oracle 3,10,45
1,Truthful Oracle 3,11,41
1,Truthful Oracle 3,12,36
1,Truthful Oracle 3,13,37
1,Truthful Oracle 3,14,49
1,Truthful Oracle 3,15,28
1,Truthful Oracle 3,16,29
1,Truthful Oracle 3,17,41
1,Truthful Oracle 3,18,30
1,Truthful Oracle 3,19,38
1,Truthful Oracle 4,0,80
1,Truthful Oracle 4,1,63
1,Truthful Oracle 4,2,63
1,Truthful Oracle 4,3,74
1,Truthful Oracle 4,4,73
1,Truthful Oracle 4,5,60
1,Truthful Oracle 4,6,62
1,Truthful Oracle 4,7,64
1,Truthful Oracle 4,8,62
1,Truthful Oracle 4,9,69
1,Truthful Oracle 4,10,69
1,Truthful Oracle 4,11,64
1,Truthful Oracle 4,12,56
1,Truthful Oracle 4,13,54
1,Truthful Oracle 4,14,48
1,Truthful Oracle 4,15,69
1,Truthful Oracle 4,16,76
1,Truthful Oracle 4,17,62
1,Truthful Oracle 4,18,65
1,Truthful Oracle 4,19,54
1,Truthful Oracle 5,0,48
1,Truthful Oracle 5,1,51
1,Truthful Oracle 5,2,49
1,Truthful Oracle 5,3,58
1,Truthful Oracle 5,4,53
1,Truthful Oracle 5,5,53
1,Truthful Oracle 5,6,44
1,Truthful Oracle 5,7,44
1,Truthful Oracle 5,8,56
1,Truthful Oracle 5,9,43
1,Truthful Oracle 5,10,44
1,Truthful Oracle 5,11,69
1,Truthful Oracle 5,12,48
1,Truthful Oracle 5,13,59
1,Truthful Oracle 5,14,43
1,Truthful Oracle 5,15,41
1,Truthful Oracle 5,16,43
1,Truthful Oracle 5,17,56
1,Truthful Oracle 5,18,38
1,Truthful Oracle 5,19,58
1,Truthful Oracle 6,0,41
1,Truthful Oracle 6,1,43
1,Truthful Oracle 6,2,39
1,Truthful Oracle 6,3,32
1,Truthful Oracle 6,4,44
1,Truthful Oracle 6,5,46
1,Truthful Oracle 6,6,42
1,Truthful Oracle 6,7,31
1,Truthful Oracle 6,8,40
1,Truthful Oracle 6,9,37
1,Truthful Oracle 6,10,36
1,Truthful Oracle 6,11,38
1,Truthful Oracle 6,12,34
1,Truthful Oracle 6,13,41
1,Truthful Oracle 6,14,44
1,Truthful Oracle 6,15,40
1,Truthful Oracle 6,16,39
1,Truthful Oracle 6,17,38
1,Truthful Oracle 6,18,36
1,Truthful Oracle 6,19,36
2,Truthful Oracle 1,0,48
2,Truthful Oracle 1,1,53
2,Truthful Oracle 1,2,43
2,Truthful Oracle 1,3,46
2,Truthful Oracle 1,4,40
2,Truthful Oracle 1,5,46
2,Truthful Oracle 1,6,36
2,Truthful Oracle 1,7,35
2,Truthful Oracle 1,8,51
2,Truthful Oracle 1,9,36
2,Truthful Oracle 1,10,37
2,Truthful Oracle 1,11,34
2,Truthful Oracle 1,12,32
2,Truthful Oracle 1,13,40
2,Truthful Oracle 1,14,39
2,Truthful Oracle 1,15,40
2,Truthful Oracle 1,16,45
2,Truthful Oracle 1,17,40
2,Truthful Oracle 1,18,50
2,Truthful Oracle 1,19,36
2,Truthful Oracle 2,0,48
2,Truthful Oracle 2,1,36
2,Truthful Oracle 2,2,28
2,Truthful Oracle 2,3,45
2,Truthful Oracle 2,4,34
2,Truthful Oracle 2,5,46
2,Truthful Oracle 2,6,44
2,Truthful Oracle 2,7,47
2,Truthful Oracle 2,8,42
2,Truthful Oracle 2,9,39
2,Truthful Oracle 2,10,51
2,Truthful Oracle 2,11,58
2,Truthful Oracle 2,12,42
2,Truthful Oracle 2,13,54
2,Truthful Oracle 2,14,49
2,Truthful Oracle 2,15,38
2,Truthful Oracle 2,16,50
2,Truthful Oracle 2,17,44
2,Truthful Oracle 2,18,44
2,Truthful Oracle 2,19,41
2,Truthful Oracle 3,0,54
2,Truthful Oracle 3,1,37
2,Truthful Oracle 3,2,48
2,Truthful Oracle 3,3,39
2,Truthful Oracle 3,4,39
2,Truthful Oracle 3,5,44
2,Truthful Oracle 3,6,47
2,Truthful Oracle 3,7,40
2,Truthful Oracle 3,8,40
2,Truthful Oracle 3,9,37
2,Truthful Oracle 3,10,42
2,Truthful Oracle 3,11,39
2,Truthful Oracle 3,12,34
2,Truthful Oracle 3,13,51
2,Truthful Oracle 3,14,48
2,Truthful Oracle 3,15,41
2,Truthful Oracle 3,16,38
2,Truthful Oracle 3,17,43
2,Truthful Oracle 3,18,40
2,Truthful Oracle 3,19,39
2,Truthful Oracle 4,0,69
2,Truthful Oracle 4,1,66
2,Truthful Oracle 4,2,86
2,Truthful Oracle 4,3,62
2,Truthful Oracle 4,4,75
2,Truthful Oracle 4,5,67
2,Truthful Oracle 4,6,66
2,Truthful Oracle 4,7,65
2,Truthful Oracle 4,8,75
2,Truthful Oracle 4,9,75
2,Truthful Oracle 4,10,66
2,Truthful Oracle 4,11,76
2,Truthful Oracle 4,12,82
2,Truthful Oracle 4,13,83
2,Truthful Oracle 4,14,67
2,Truthful Oracle 4,15,61
2,Truthful Oracle 4,16,72
2,Truthful Oracle 4,17,60
2,Truthful Oracle 4,18,73
2,Truthful Oracle 4,19,62
2,Truthful Oracle 5,0,46
2,Truthful Oracle 5,1,69
2,Truthful Oracle 5,2,49
2,Truthful Oracle 5,3,46
2,Truthful Oracle 5,4,40
2,Truthful Oracle 5,5,46
2,Truthful Oracle 5,6,38
2,Truthful Oracle 5,7,54
2,Truthful Oracle 5,8,55
2,Truthful Oracle 5,9,49
2,Truthful Oracle 5,10,44
2,Truthful Oracle 5,11,43
2,Truthful Oracle 5,12,55
2,Truthful Oracle 5,13,43
2,Truthful Oracle 5,14,52
2,Truthful Oracle 5,15,53
2,Truthful Oracle 5,16,38
2,Truthful Oracle 5,17,44
2,Truthful Oracle 5,18,44
2,Truthful Oracle 5,19,47
2,Truthful Oracle 6,0,51
2,Truthful Oracle 6,1,41
2,Truthful Oracle 6,2,27
2,Truthful Oracle 6,3,45
2,Truthful Oracle 6,4,38
2,Truthful Oracle 6,5,40
2,Truthful Oracle 6,6,34
2,Truthful Oracle 6,7,41
2,Truthful Oracle 6,8,42
2,Truthful Oracle 6,9,51
2,Truthful Oracle 6,10,34
2,Truthful Oracle 6,11,38
2,Truthful Oracle 6,12,40
2,Truthful Oracle 6,13,28
2,Truthful Oracle 6,14,39
2,Truthful Oracle 6,15,47
2,Truthful Oracle 6,16,37
2,Truthful Oracle 6,17,35
2,Truthful Oracle 6,18,31
2,Truthful Oracle 6,19,27
