Run,Agent,Iteration,Total Conversions
0,Truthful Competitor 3,6,0
0,Truthful Competitor 3,7,0
0,Truthful Competitor 3,8,0
0,Truthful Competitor 3,9,0
0,Truthful Competitor 3,10,0
0,Truthful Competitor 3,11,0
0,Truthful Competitor 3,12,0
0,Truthful Competitor 3,13,0
0,Truthful Competitor 3,14,0
0,Truthful Competitor 3,15,0
0,Truthful Competitor 3,16,0
0,Truthful Competitor 3,17,0
0,Truthful Competitor 3,18,0
0,Truthful Competitor 3,19,0
0,Truthful Competitor 3,20,0
0,Truthful Competitor 3,21,0
0,Truthful Competitor 3,22,0
0,Truthful Competitor 3,23,0
0,Truthful Competitor 3,24,0
0,Truthful Competitor 4,0,8
0,Truthful Competitor 4,1,54
0,Truthful Competitor 4,2,129
0,Truthful Competitor 4,3,107
0,Truthful Competitor 4,4,73
0,Truthful Competitor 4,5,77
0,Truthful Competitor 4,6,87
0,Truthful Competitor 4,7,95
0,Truthful Competitor 4,8,92
0,Truthful Competitor 4,9,80
0,Truthful Competitor 4,10,86
0,Truthful Competitor 4,11,78
0,Truthful Competitor 4,12,85
0,Truthful Competitor 4,13,97
0,Truthful Competitor 4,14,97
0,Truthful Competitor 4,15,80
0,Truthful Competitor 4,16,80
0,Truthful Competitor 4,17,89
0,Truthful Competitor 4,18,76
0,Truthful Competitor 4,19,75
0,Truthful Competitor 4,20,71
0,Truthful Competitor 4,21,71
0,Truthful Competitor 4,22,92
0,Truthful Competitor 4,23,85
0,Truthful Competitor 4,24,84
0,Truthful Competitor 5,0,0
0,Truthful Competitor 5,1,13
0,Truthful Competitor 5,2,78
0,Truthful Competitor 5,3,95
0,Truthful Competitor 5,4,69
0,Truthful Competitor 5,5,95
0,Truthful Competitor 5,6,108
0,Truthful Competitor 5,7,89
0,Truthful Competitor 5,8,100
0,Truthful Competitor 5,9,95
0,Truthful Competitor 5,10,91
0,Truthful Competitor 5,11,88
0,Truthful Competitor 5,12,84
0,Truthful Competitor 5,13,97
0,Truthful Competitor 5,14,90
0,Truthful Competitor 5,15,74
0,Truthful Competitor 5,16,74
0,Truthful Competitor 5,17,91
0,Truthful Competitor 5,18,89
0,Truthful Competitor 5,19,116
0,Truthful Competitor 5,20,73
0,Truthful Competitor 5,21,94
0,Truthful Competitor 5,22,76
0,Truthful Competitor 5,23,60
0,Truthful Competitor 5,24,99
0,Truthful Competitor 6,0,44
0,Truthful Competitor 6,1,10
0,Truthful Competitor 6,2,3
0,Truthful Competitor 6,3,0
0,Truthful Competitor 6,4,0
0,Truthful Competitor 6,5,1
0,Truthful Competitor 6,6,0
0,Truthful Competitor 6,7,1
0,Truthful Competitor 6,8,3
0,Truthful Competitor 6,9,2
0,Truthful Competitor 6,10,0
0,Truthful Competitor 6,11,0
0,Truthful Competitor 6,12,0
0,Truthful Competitor 6,13,0
0,Truthful Competitor 6,14,0
0,Truthful Competitor 6,15,2
0,Truthful Competitor 6,16,2
0,Truthful Competitor 6,17,1
0,Truthful Competitor 6,18,2
0,Truthful Competitor 6,19,2
0,Truthful Competitor 6,20,0
0,Truthful Competitor 6,21,0
0,Truthful Competitor 6,22,0
0,Truthful Competitor 6,23,0
0,Truthful Competitor 6,24,0
0,Truthful Competitor 7,0,16
0,Truthful Competitor 7,1,328
0,Truthful Competitor 7,2,650
0,Truthful Competitor 7,3,563
0,Truthful Competitor 7,4,532
0,Truthful Competitor 7,5,617
0,Truthful Competitor 7,6,576
0,Truthful Competitor 7,7,551
0,Truthful Competitor 7,8,588
0,Truthful Competitor 7,9,583
0,Truthful Competitor 7,10,599
0,Truthful Competitor 7,11,586
0,Truthful Competitor 7,12,605
0,Truthful Competitor 7,13,576
0,Truthful Competitor 7,14,598
0,Truthful Competitor 7,15,539
0,Truthful Competitor 7,16,589
0,Truthful Competitor 7,17,592
0,Truthful Competitor 7,18,603
0,Truthful Competitor 7,19,593
0,Truthful Competitor 7,20,524
0,Truthful Competitor 7,21,557
0,Truthful Competitor 7,22,579
0,Truthful Competitor 7,23,575
0,Truthful Competitor 7,24,580
0,Truthful Competitor 8,0,16
0,Truthful Competitor 8,1,146
0,Truthful Competitor 8,2,68
0,Truthful Competitor 8,3,75
0,Truthful Competitor 8,4,65
0,Truthful Competitor 8,5,78
0,Truthful Competitor 8,6,88
0,Truthful Competitor 8,7,73
0,Truthful Competitor 8,8,78
0,Truthful Competitor 8,9,82
0,Truthful Competitor 8,10,84
0,Truthful Competitor 8,11,77
0,Truthful Competitor 8,12,76
0,Truthful Competitor 8,13,76
0,Truthful Competitor 8,14,63
0,Truthful Competitor 8,15,85
0,Truthful Competitor 8,16,70
0,Truthful Competitor 8,17,93
0,Truthful Competitor 8,18,78
0,Truthful Competitor 8,19,94
0,Truthful Competitor 8,20,99
0,Truthful Competitor 8,21,79
0,Truthful Competitor 8,22,79
0,Truthful Competitor 8,23,80
0,Truthful Competitor 8,24,73
0,Truthful Competitor 9,0,72
0,Truthful Competitor 9,1,12
0,Truthful Competitor 9,2,10
0,Truthful Competitor 9,3,2
0,Truthful Competitor 9,4,2
0,Truthful Competitor 9,5,2
0,Truthful Competitor 9,6,0
0,Truthful Competitor 9,7,6
0,Truthful Competitor 9,8,7
0,Truthful Competitor 9,9,5
0,Truthful Competitor 9,10,3
0,Truthful Competitor 9,11,2
0,Truthful Competitor 9,12,4
0,Truthful Competitor 9,13,0
0,Truthful Competitor 9,14,2
0,Truthful Competitor 9,15,2
0,Truthful Competitor 9,16,20
0,Truthful Competitor 9,17,9
0,Truthful Competitor 9,18,6
0,Truthful Competitor 9,19,8
0,Truthful Competitor 9,20,10
0,Truthful Competitor 9,21,26
0,Truthful Competitor 9,22,11
0,Truthful Competitor 9,23,11
0,Truthful Competitor 9,24,10
0,Truthful Competitor 10,0,173
0,Truthful Competitor 10,1,155
0,Truthful Competitor 10,2,138
0,Truthful Competitor 10,3,136
0,Truthful Competitor 10,4,125
0,Truthful Competitor 10,5,148
0,Truthful Competitor 10,6,138
0,Truthful Competitor 10,7,146
0,Truthful Competitor 10,8,182
0,Truthful Competitor 10,9,145
0,Truthful Competitor 10,10,155
0,Truthful Competitor 10,11,158
0,Truthful Competitor 10,12,137
0,Truthful Competitor 10,13,150
0,Truthful Competitor 10,14,131
0,Truthful Competitor 10,15,143
0,Truthful Competitor 10,16,143
0,Truthful Competitor 10,17,142
0,Truthful Competitor 10,18,140
0,Truthful Competitor 10,19,155
0,Truthful Competitor 10,20,165
0,Truthful Competitor 10,21,142
0,Truthful Competitor 10,22,162
0,Truthful Competitor 10,23,154
0,Truthful Competitor 10,24,126
0,Truthful Competitor 11,0,3
0,Truthful Competitor 11,1,810
0,Truthful Competitor 11,2,596
0,Truthful Competitor 11,3,559
0,Truthful Competitor 11,4,616
0,Truthful Competitor 11,5,532
0,Truthful Competitor 11,6,573
0,Truthful Competitor 11,7,521
0,Truthful Competitor 11,8,490
0,Truthful Competitor 11,9,541
0,Truthful Competitor 11,10,516
0,Truthful Competitor 11,11,541
0,Truthful Competitor 11,12,563
0,Truthful Competitor 11,13,563
0,Truthful Competitor 11,14,515
0,Truthful Competitor 11,15,508
0,Truthful Competitor 11,16,523
0,Truthful Competitor 11,17,490
0,Truthful Competitor 11,18,557
0,Truthful Competitor 11,19,523
0,Truthful Competitor 11,20,530
0,Truthful Competitor 11,21,525
0,Truthful Competitor 11,22,549
0,Truthful Competitor 11,23,539
0,Truthful Competitor 11,24,556
0,Truthful Competitor 12,0,107
0,Truthful Competitor 12,1,371
0,Truthful Competitor 12,2,410
0,Truthful Competitor 12,3,424
0,Truthful Competitor 12,4,389
0,Truthful Competitor 12,5,396
0,Truthful Competitor 12,6,402
0,Truthful Competitor 12,7,360
0,Truthful Competitor 12,8,394
0,Truthful Competitor 12,9,379
0,Truthful Competitor 12,10,377
0,Truthful Competitor 12,11,356
0,Truthful Competitor 12,12,389
0,Truthful Competitor 12,13,367
0,Truthful Competitor 12,14,387
0,Truthful Competitor 12,15,413
0,Truthful Competitor 12,16,359
0,Truthful Competitor 12,17,375
0,Truthful Competitor 12,18,384
0,Truthful Competitor 12,19,337
0,Truthful Competitor 12,20,371
0,Truthful Competitor 12,21,419
0,Truthful Competitor 12,22,409
0,Truthful Competitor 12,23,403
0,Truthful Competitor 12,24,385
0,Truthful Competitor 13,0,1
0,Truthful Competitor 13,1,130
0,Truthful Competitor 13,2,403
0,Truthful Competitor 13,3,461
0,Truthful Competitor 13,4,420
0,Truthful Competitor 13,5,393
0,Truthful Competitor 13,6,369
0,Truthful Competitor 13,7,389
0,Truthful Competitor 13,8,360
0,Truthful Competitor 13,9,372
0,Truthful Competitor 13,10,384
0,Truthful Competitor 13,11,361
0,Truthful Competitor 13,12,357
0,Truthful Competitor 13,13,361
0,Truthful Competitor 13,14,406
0,Truthful Competitor 13,15,379
0,Truthful Competitor 13,16,404
0,Truthful Competitor 13,17,369
0,Truthful Competitor 13,18,386
0,Truthful Competitor 13,19,379
0,Truthful Competitor 13,20,397
0,Truthful Competitor 13,21,392
0,Truthful Competitor 13,22,371
0,Truthful Competitor 13,23,395
0,Truthful Competitor 13,24,392
0,Truthful Competitor 14,0,17
0,Truthful Competitor 14,1,26
0,Truthful Competitor 14,2,118
0,Truthful Competitor 14,3,122
0,Truthful Competitor 14,4,119
0,Truthful Competitor 14,5,132
0,Truthful Competitor 14,6,105
0,Truthful Competitor 14,7,106
0,Truthful Competitor 14,8,97
0,Truthful Competitor 14,9,102
0,Truthful Competitor 14,10,102
0,Truthful Competitor 14,11,111
0,Truthful Competitor 14,12,122
0,Truthful Competitor 14,13,107
0,Truthful Competitor 14,14,109
0,Truthful Competitor 14,15,102
0,Truthful Competitor 14,16,101
0,Truthful Competitor 14,17,96
0,Truthful Competitor 14,18,98
0,Truthful Competitor 14,19,92
0,Truthful Competitor 14,20,104
0,Truthful Competitor 14,21,109
0,Truthful Competitor 14,22,97
0,Truthful Competitor 14,23,98
0,Truthful Competitor 14,24,85
0,Truthful Competitor 15,0,0
0,Truthful Competitor 15,1,0
0,Truthful Competitor 15,2,0
0,Truthful Competitor 15,3,0
0,Truthful Competitor 15,4,89
0,Truthful Competitor 15,5,304
0,Truthful Competitor 15,6,305
0,Truthful Competitor 15,7,291
0,Truthful Competitor 15,8,293
0,Truthful Competitor 15,9,302
0,Truthful Competitor 15,10,314
0,Truthful Competitor 15,11,314
0,Truthful Competitor 15,12,341
0,Truthful Competitor 15,13,330
0,Truthful Competitor 15,14,296
0,Truthful Competitor 15,15,284
0,Truthful Competitor 15,16,357
0,Truthful Competitor 15,17,284
0,Truthful Competitor 15,18,301
0,Truthful Competitor 15,19,274
0,Truthful Competitor 15,20,290
0,Truthful Competitor 15,21,296
0,Truthful Competitor 15,22,350
0,Truthful Competitor 15,23,299
0,Truthful Competitor 15,24,302
0,Truthful Competitor 16,0,0
0,Truthful Competitor 16,1,0
0,Truthful Competitor 16,2,0
0,Truthful Competitor 16,3,0
0,Truthful Competitor 16,4,0
0,Truthful Competitor 16,5,0
0,Truthful Competitor 16,6,0
0,Truthful Competitor 16,7,0
0,Truthful Competitor 16,8,0
0,Truthful Competitor 16,9,0
0,Truthful Competitor 16,10,0
0,Truthful Competitor 16,11,0
0,Truthful Competitor 16,12,0
0,Truthful Competitor 16,13,0
0,Truthful Competitor 16,14,0
0,Truthful Competitor 16,15,0
0,Truthful Competitor 16,16,0
0,Truthful Competitor 16,17,0
0,Truthful Competitor 16,18,0
0,Truthful Competitor 16,19,0
0,Truthful Competitor 16,20,0
0,Truthful Competitor 16,21,0
0,Truthful Competitor 16,22,0
0,Truthful Competitor 16,23,0
0,Truthful Competitor 16,24,0
1,PPO Bidder - Net Utility 1,0,0
1,PPO Bidder - Net Utility 1,1,0
1,PPO Bidder - Net Utility 1,2,0
1,PPO Bidder - Net Utility 1,3,0
1,PPO Bidder - Net Utility 1,4,0
1,PPO Bidder - Net Utility 1,5,0
1,PPO Bidder - Net Utility 1,6,0
1,PPO Bidder - Net Utility 1,7,0
1,PPO Bidder - Net Utility 1,8,0
1,PPO Bidder - Net Utility 1,9,0
1,PPO Bidder - Net Utility 1,10,0
1,PPO Bidder - Net Utility 1,11,0
1,PPO Bidder - Net Utility 1,12,0
1,PPO Bidder - Net Utility 1,13,0
1,PPO Bidder - Net Utility 1,14,0
1,PPO Bidder - Net Utility 1,15,0
1,PPO Bidder - Net Utility 1,16,0
1,PPO Bidder - Net Utility 1,17,0
1,PPO Bidder - Net Utility 1,18,0
1,PPO Bidder - Net Utility 1,19,0
1,PPO Bidder - Net Utility 1,20,0
1,PPO Bidder - Net Utility 1,21,0
1,PPO Bidder - Net Utility 1,22,0
1,PPO Bidder - Net Utility 1,23,0
1,PPO Bidder - Net Utility 1,24,0
1,Truthful Competitor 2,0,8
1,Truthful Competitor 2,1,36
1,Truthful Competitor 2,2,97
1,Truthful Competitor 2,3,95
1,Truthful Competitor 2,4,118
1,Truthful Competitor 2,5,124
1,Truthful Competitor 2,6,113
1,Truthful Competitor 2,7,100
1,Truthful Competitor 2,8,104
1,Truthful Competitor 2,9,121
1,Truthful Competitor 2,10,109
1,Truthful Competitor 2,11,108
1,Truthful Competitor 2,12,108
1,Truthful Competitor 2,13,89
1,Truthful Competitor 2,14,99
1,Truthful Competitor 2,15,89
1,Truthful Competitor 2,16,107
1,Truthful Competitor 2,17,99
1,Truthful Competitor 2,18,90
1,Truthful Competitor 2,19,105
1,Truthful Competitor 2,20,96
1,Truthful Competitor 2,21,88
1,Truthful Competitor 2,22,91
1,Truthful Competitor 2,23,101
1,Truthful Competitor 2,24,87
1,Truthful Competitor 3,0,5
1,Truthful Competitor 3,1,338
1,Truthful Competitor 3,2,154
1,Truthful Competitor 3,3,145
1,Truthful Competitor 3,4,113
1,Truthful Competitor 3,5,123
1,Truthful Competitor 3,6,132
1,Truthful Competitor 3,7,150
1,Truthful Competitor 3,8,145
1,Truthful Competitor 3,9,124
1,Truthful Competitor 3,10,107
1,Truthful Competitor 3,11,138
1,Truthful Competitor 3,12,125
1,Truthful Competitor 3,13,157
1,Truthful Competitor 3,14,145
1,Truthful Competitor 3,15,136
1,Truthful Competitor 3,16,121
1,Truthful Competitor 3,17,111
1,Truthful Competitor 3,18,136
1,Truthful Competitor 3,19,141
1,Truthful Competitor 3,20,138
1,Truthful Competitor 3,21,118
1,Truthful Competitor 3,22,108
1,Truthful Competitor 3,23,152
1,Truthful Competitor 3,24,119
1,Truthful Competitor 4,0,22
1,Truthful Competitor 4,1,124
1,Truthful Competitor 4,2,89
1,Truthful Competitor 4,3,83
1,Truthful Competitor 4,4,90
1,Truthful Competitor 4,5,79
1,Truthful Competitor 4,6,78
1,Truthful Competitor 4,7,107
1,Truthful Competitor 4,8,81
1,Truthful Competitor 4,9,60
1,Truthful Competitor 4,10,76
1,Truthful Competitor 4,11,98
1,Truthful Competitor 4,12,81
1,Truthful Competitor 4,13,83
1,Truthful Competitor 4,14,98
1,Truthful Competitor 4,15,98
1,Truthful Competitor 4,16,96
1,Truthful Competitor 4,17,82
1,Truthful Competitor 4,18,99
1,Truthful Competitor 4,19,74
1,Truthful Competitor 4,20,90
1,Truthful Competitor 4,21,77
1,Truthful Competitor 4,22,84
1,Truthful Competitor 4,23,65
1,Truthful Competitor 4,24,76
1,Truthful Competitor 5,0,0
1,Truthful Competitor 5,1,0
1,Truthful Competitor 5,2,0
1,Truthful Competitor 5,3,0
1,Truthful Competitor 5,4,0
1,Truthful Competitor 5,5,0
1,Truthful Competitor 5,6,0
1,Truthful Competitor 5,7,0
1,Truthful Competitor 5,8,0
1,Truthful Competitor 5,9,0
1,Truthful Competitor 5,10,0
1,Truthful Competitor 5,11,0
1,Truthful Competitor 5,12,0
1,Truthful Competitor 5,13,0
1,Truthful Competitor 5,14,0
1,Truthful Competitor 5,15,0
1,Truthful Competitor 5,16,0
1,Truthful Competitor 5,17,0
1,Truthful Competitor 5,18,0
1,Truthful Competitor 5,19,0
1,Truthful Competitor 5,20,0
1,Truthful Competitor 5,21,0
1,Truthful Competitor 5,22,0
1,Truthful Competitor 5,23,0
1,Truthful Competitor 5,24,0
1,Truthful Competitor 6,0,10
1,Truthful Competitor 6,1,0
1,Truthful Competitor 6,2,11
1,Truthful Competitor 6,3,2
1,Truthful Competitor 6,4,6
1,Truthful Competitor 6,5,4
1,Truthful Competitor 6,6,3
1,Truthful Competitor 6,7,6
1,Truthful Competitor 6,8,10
1,Truthful Competitor 6,9,4
1,Truthful Competitor 6,10,1
1,Truthful Competitor 6,11,2
1,Truthful Competitor 6,12,0
1,Truthful Competitor 6,13,14
1,Truthful Competitor 6,14,8
1,Truthful Competitor 6,15,7
1,Truthful Competitor 6,16,6
1,Truthful Competitor 6,17,3
1,Truthful Competitor 6,18,0
1,Truthful Competitor 6,19,0
1,Truthful Competitor 6,20,6
1,Truthful Competitor 6,21,4
1,Truthful Competitor 6,22,5
1,Truthful Competitor 6,23,2
1,Truthful Competitor 6,24,1
1,Truthful Competitor 7,0,0
1,Truthful Competitor 7,1,1
1,Truthful Competitor 7,2,59
1,Truthful Competitor 7,3,614
1,Truthful Competitor 7,4,627
1,Truthful Competitor 7,5,596
1,Truthful Competitor 7,6,624
1,Truthful Competitor 7,7,627
1,Truthful Competitor 7,8,657
1,Truthful Competitor 7,9,637
1,Truthful Competitor 7,10,581
1,Truthful Competitor 7,11,576
1,Truthful Competitor 7,12,637
1,Truthful Competitor 7,13,619
1,Truthful Competitor 7,14,640
1,Truthful Competitor 7,15,634
1,Truthful Competitor 7,16,605
1,Truthful Competitor 7,17,622
1,Truthful Competitor 7,18,573
1,Truthful Competitor 7,19,666
1,Truthful Competitor 7,20,627
1,Truthful Competitor 7,21,601
1,Truthful Competitor 7,22,624
1,Truthful Competitor 7,23,622
1,Truthful Competitor 7,24,619
1,Truthful Competitor 8,0,79
1,Truthful Competitor 8,1,143
1,Truthful Competitor 8,2,297
1,Truthful Competitor 8,3,90
1,Truthful Competitor 8,4,106
1,Truthful Competitor 8,5,75
1,Truthful Competitor 8,6,72
1,Truthful Competitor 8,7,74
1,Truthful Competitor 8,8,71
1,Truthful Competitor 8,9,88
1,Truthful Competitor 8,10,75
1,Truthful Competitor 8,11,83
1,Truthful Competitor 8,12,80
1,Truthful Competitor 8,13,95
1,Truthful Competitor 8,14,102
1,Truthful Competitor 8,15,74
1,Truthful Competitor 8,16,89
1,Truthful Competitor 8,17,73
1,Truthful Competitor 8,18,93
1,Truthful Competitor 8,19,78
1,Truthful Competitor 8,20,84
1,Truthful Competitor 8,21,97
1,Truthful Competitor 8,22,99
1,Truthful Competitor 8,23,72
1,Truthful Competitor 8,24,73
1,Truthful Competitor 9,0,4
1,Truthful Competitor 9,1,27
1,Truthful Competitor 9,2,25
1,Truthful Competitor 9,3,5
1,Truthful Competitor 9,4,4
1,Truthful Competitor 9,5,10
1,Truthful Competitor 9,6,27
1,Truthful Competitor 9,7,7
1,Truthful Competitor 9,8,0
1,Truthful Competitor 9,9,12
1,Truthful Competitor 9,10,9
1,Truthful Competitor 9,11,13
1,Truthful Competitor 9,12,18
1,Truthful Competitor 9,13,7
1,Truthful Competitor 9,14,13
1,Truthful Competitor 9,15,4
1,Truthful Competitor 9,16,5
1,Truthful Competitor 9,17,17
1,Truthful Competitor 9,18,6
1,Truthful Competitor 9,19,10
1,Truthful Competitor 9,20,5
1,Truthful Competitor 9,21,7
1,Truthful Competitor 9,22,5
1,Truthful Competitor 9,23,6
1,Truthful Competitor 9,24,14
1,Truthful Competitor 10,0,160
1,Truthful Competitor 10,1,25
1,Truthful Competitor 10,2,126
1,Truthful Competitor 10,3,160
1,Truthful Competitor 10,4,132
1,Truthful Competitor 10,5,150
1,Truthful Competitor 10,6,145
1,Truthful Competitor 10,7,152
1,Truthful Competitor 10,8,155
1,Truthful Competitor 10,9,161
1,Truthful Competitor 10,10,163
1,Truthful Competitor 10,11,160
1,Truthful Competitor 10,12,157
1,Truthful Competitor 10,13,117
1,Truthful Competitor 10,14,149
1,Truthful Competitor 10,15,186
1,Truthful Competitor 10,16,168
1,Truthful Competitor 10,17,153
1,Truthful Competitor 10,18,169
1,Truthful Competitor 10,19,151
1,Truthful Competitor 10,20,141
1,Truthful Competitor 10,21,116
1,Truthful Competitor 10,22,147
1,Truthful Competitor 10,23,129
1,Truthful Competitor 10,24,175
1,Truthful Competitor 11,0,137
1,Truthful Competitor 11,1,419
1,Truthful Competitor 11,2,591
1,Truthful Competitor 11,3,568
1,Truthful Competitor 11,4,526
1,Truthful Competitor 11,5,531
1,Truthful Competitor 11,6,544
1,Truthful Competitor 11,7,550
1,Truthful Competitor 11,8,542
1,Truthful Competitor 11,9,585
1,Truthful Competitor 11,10,558
1,Truthful Competitor 11,11,561
1,Truthful Competitor 11,12,546
1,Truthful Competitor 11,13,564
1,Truthful Competitor 11,14,556
1,Truthful Competitor 11,15,575
1,Truthful Competitor 11,16,524
1,Truthful Competitor 11,17,543
1,Truthful Competitor 11,18,548
1,Truthful Competitor 11,19,562
1,Truthful Competitor 11,20,525
1,Truthful Competitor 11,21,549
1,Truthful Competitor 11,22,509
1,Truthful Competitor 11,23,585
1,Truthful Competitor 11,24,563
1,Truthful Competitor 12,0,1
1,Truthful Competitor 12,1,0
1,Truthful Competitor 12,2,0
1,Truthful Competitor 12,3,0
1,Truthful Competitor 12,4,0
1,Truthful Competitor 12,5,0
1,Truthful Competitor 12,6,0
1,Truthful Competitor 12,7,0
1,Truthful Competitor 12,8,0
1,Truthful Competitor 12,9,0
1,Truthful Competitor 12,10,0
1,Truthful Competitor 12,11,0
1,Truthful Competitor 12,12,0
1,Truthful Competitor 12,13,0
1,Truthful Competitor 12,14,0
1,Truthful Competitor 12,15,0
1,Truthful Competitor 12,16,0
1,Truthful Competitor 12,17,0
1,Truthful Competitor 12,18,0
1,Truthful Competitor 12,19,0
1,Truthful Competitor 12,20,0
1,Truthful Competitor 12,21,0
1,Truthful Competitor 12,22,0
1,Truthful Competitor 12,23,0
1,Truthful Competitor 12,24,0
1,Truthful Competitor 13,0,153
1,Truthful Competitor 13,1,461
1,Truthful Competitor 13,2,496
1,Truthful Competitor 13,3,482
1,Truthful Competitor 13,4,549
1,Truthful Competitor 13,5,508
1,Truthful Competitor 13,6,517
1,Truthful Competitor 13,7,541
1,Truthful Competitor 13,8,496
1,Truthful Competitor 13,9,535
1,Truthful Competitor 13,10,472
1,Truthful Competitor 13,11,522
1,Truthful Competitor 13,12,511
1,Truthful Competitor 13,13,467
1,Truthful Competitor 13,14,540
1,Truthful Competitor 13,15,516
1,Truthful Competitor 13,16,470
1,Truthful Competitor 13,17,516
1,Truthful Competitor 13,18,499
1,Truthful Competitor 13,19,512
1,Truthful Competitor 13,20,531
1,Truthful Competitor 13,21,532
1,Truthful Competitor 13,22,507
1,Truthful Competitor 13,23,508
1,Truthful Competitor 13,24,505
1,Truthful Competitor 14,0,12
1,Truthful Competitor 14,1,340
1,Truthful Competitor 14,2,198
1,Truthful Competitor 14,3,195
1,Truthful Competitor 14,4,185
1,Truthful Competitor 14,5,167
1,Truthful Competitor 14,6,147
1,Truthful Competitor 14,7,181
1,Truthful Competitor 14,8,186
1,Truthful Competitor 14,9,166
1,Truthful Competitor 14,10,183
1,Truthful Competitor 14,11,190
1,Truthful Competitor 14,12,155
1,Truthful Competitor 14,13,195
1,Truthful Competitor 14,14,174
1,Truthful Competitor 14,15,200
1,Truthful Competitor 14,16,217
1,Truthful Competitor 14,17,168
1,Truthful Competitor 14,18,147
1,Truthful Competitor 14,19,181
1,Truthful Competitor 14,20,165
1,Truthful Competitor 14,21,174
1,Truthful Competitor 14,22,187
1,Truthful Competitor 14,23,163
1,Truthful Competitor 14,24,180
1,Truthful Competitor 15,0,0
1,Truthful Competitor 15,1,138
1,Truthful Competitor 15,2,237
1,Truthful Competitor 15,3,316
1,Truthful Competitor 15,4,303
1,Truthful Competitor 15,5,349
1,Truthful Competitor 15,6,318
1,Truthful Competitor 15,7,341
1,Truthful Competitor 15,8,329
1,Truthful Competitor 15,9,327
1,Truthful Competitor 15,10,316
1,Truthful Competitor 15,11,321
1,Truthful Competitor 15,12,308
1,Truthful Competitor 15,13,334
1,Truthful Competitor 15,14,362
1,Truthful Competitor 15,15,351
1,Truthful Competitor 15,16,334
1,Truthful Competitor 15,17,325
1,Truthful Competitor 15,18,337
1,Truthful Competitor 15,19,354
1,Truthful Competitor 15,20,333
1,Truthful Competitor 15,21,348
1,Truthful Competitor 15,22,347
1,Truthful Competitor 15,23,331
1,Truthful Competitor 15,24,373
1,Truthful Competitor 16,0,0
1,Truthful Competitor 16,1,0
1,Truthful Competitor 16,2,21
1,Truthful Competitor 16,3,6
1,Truthful Competitor 16,4,20
1,Truthful Competitor 16,5,12
1,Truthful Competitor 16,6,22
1,Truthful Competitor 16,7,19
1,Truthful Competitor 16,8,15
1,Truthful Competitor 16,9,23
1,Truthful Competitor 16,10,20
1,Truthful Competitor 16,11,21
1,Truthful Competitor 16,12,20
1,Truthful Competitor 16,13,17
1,Truthful Competitor 16,14,17
1,Truthful Competitor 16,15,10
1,Truthful Competitor 16,16,9
1,Truthful Competitor 16,17,16
1,Truthful Competitor 16,18,12
1,Truthful Competitor 16,19,27
1,Truthful Competitor 16,20,15
1,Truthful Competitor 16,21,20
1,Truthful Competitor 16,22,22
1,Truthful Competitor 16,23,22
1,Truthful Competitor 16,24,14
2,PPO Bidder - Net Utility 1,0,149
2,PPO Bidder - Net Utility 1,1,362
2,PPO Bidder - Net Utility 1,2,975
2,PPO Bidder - Net Utility 1,3,952
2,PPO Bidder - Net Utility 1,4,988
